Cod Registro;0001 Ceramica a mano;Peso 0001;0002 Barniz Negro;Peso 0002;0003 Ceramica Pintada;Peso 003;0004 Ceramica Gris;Peso 004;0005 Ceramica de Cocina;Peso 0005;0006 Ceramica Comun;Peso 0006;0007 Mortero;Peso 0007;0008 Fusayola;Peso 0008;0009 Campaniense;Peso 0009;0010 T.S. Italica;Peso 0010;0011 Marmorata;Peso 0011;0012 T.S. Sudgalica;Peso 0012;0013 T.S. Hispanica;Peso 0013;0014 T.S. Africana;Peso 0014;0015 T.S. Meridional;Peso 0015;0016 Paredes finas;Peso 0016;0017 Cascara de huevo;Peso 0017;0018 Paleocristiana;Peso 0018;0019 Vidriada;Peso 0019;0020 Lucernas;Peso 0020;0021 Anforas;Peso 0021;0022 T.S. Aretina;Peso 0022;0023 T.S. Focense;Peso 0023;0024 T.S. Hispanica tardia;Peso 0024;0025 Lucente;Peso 0025;0026 Terracota;Peso 0026;0098 Otras ceramicas;Peso 0098;0099 Residuos;Peso 0099;0101 Tagula;Peso 0101;0102 Ambrice;Peso 0102;0103 ladrillo;Peso 0103;0104 Adobe;Peso 0104;0105 Cornisa;Peso 0105;0106 Revestimiento;Peso 0106;0107 Estuco;Peso 0107;0108 Pavimento;Peso 0108;0109 Sillar;Peso 0109;0110 Basa;Peso 0110;0111 Fuste;Peso 0111;0112 Capitel;Peso 0112;0113 Arquitrabe;Peso 0113;0114 Friso;Peso 0114;0115 Losa;Peso 0115;0116 Pintura mural;Peso 0116;0117 Muro;Peso 0117;Codigo_estrato;X1;Y1;X2;Y2;X3;Y3;X4;Y4;Z1;Z2;Z3;Z4;Nivel;
="0014011956";2;21,50;0;0,00;34;497,00;0;0,00;3;75,30;8;143,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;6,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;20;73,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="001246";445173.92;4209855.09;445176.74;4209854.51;445176.43;4209853.2;445173.43;4209853.14;314;313.98;314.02;314.04;="02";
="0014011960";1;5,10;0;0,00;4;35,40;0;0,00;2;17,50;14;136,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;13,70;4;284,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;21;62,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="001247";445177.34;4209854.28;445177.93;4209854.06;445177.53;4209853.23;445177.05;4209853.21;313.86;313.87;313.9;313.93;="01";
="0014011961";1;23,30;0;0,00;1;6,70;1;6,80;9;274,20;10;149,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;2,50;0;0,00;2;46,60;1;2,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;9;36,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="001258";445172.05;4209885.59;445172.9;4209885.53;445172.35;4209889.5;445172.06;4209884.77;315.21;315.28;314.99;315.21;="03";
="0013005144";30;515,00;0;0,00;66;727,60;4;37,50;105;1595,30;369;5265,00;1;19,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;7;45,40;2;10,50;18;221,00;2;9,90;0;0,00;0;0,00;0;0,00;11;50,20;1;1300,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;34,60;872;3090,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000528";445157.24;4209870.73;445160.32;4209870.11;445159.36;4209865.45;445156.66;4209865.86;314.93;314.94;314.8;314.86;="00";
="0013005163";13;229,00;0;0,00;50;430,00;8;69,00;35;590,00;149;2218,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;10;128,00;2;14,00;2;50,00;2;6,00;0;0,00;0;0,00;0;0,00;2;8,00;0;0,00;0;0,00;0;0,00;0;0,00;1;25,00;0;0,00;0;0,00;357;1358,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000524";445166.34;4209874.06;445169.36;4209873.6;445168.43;4209869.28;445165.38;4209869.93;315.19;315.25;315.1;315.18;="03";
="0013005217";6;86,50;0;0,00;37;292,10;5;81,60;43;484,50;185;2380,00;0;0,00;0;0,00;2;12,90;1;4,40;0;0,00;0;0,00;6;94,10;4;24,00;4;45,30;0;0,00;0;0,00;0;0,00;0;0,00;1;7,30;0;0,00;0;0,00;0;0,00;1;9,30;0;0,00;0;0,00;2;13,00;430;1400,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000539";445158.49;4209877.73;445159.76;4209877.46;445158.92;4209871.61;445157.23;4209871.88;315.07;315.08;314.96;314.91;="02";
="0014011965";1;40,00;0;0,00;4;27,10;0;0,00;2;18,30;12;165,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;180,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;19;52,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="001199";445176.39;4209853.21;445177.53;4209853.25;445177.36;4209852.17;445175.7;4209852.04;313.98;313.92;313.88;313.81;="00";
="0014011970";0;0,00;0;0,00;2;10,40;0;0,00;8;72,40;34;607,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;22,80;0;0,00;1;2,90;1;3,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;20;60,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="001259";445172.05;4209885.59;445172.9;4209885.53;445172.35;4209889.5;445172.06;4209884.77;315.22;315.27;314.9;314.87;="04";
="0014011976";0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;182,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;15,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="001260";445172.05;4209885.59;445172.9;4209885.53;445172.35;4209889.5;445172.06;4209884.77;314.91;314.89;315.44;314.88;="05";
="0014011990";4;40,40;0;0,00;15;173,30;4;36,40;17;288,10;61;871,10;1;4,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;12,70;1;7,90;3;35,20;2;5,00;0;0,00;0;0,00;0;0,00;3;18,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;58;161,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="001232";445173.92;4209855.09;445176.74;4209854.51;445176.43;4209853.2;445173.43;4209853.14;314.17;314.11;314.12;314.05;="00";
="0014012004";1;15,90;0;0,00;2;21,20;0;0,00;5;57,30;7;135,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;2,60;0;0,00;0;0,00;1;2,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="001220";445181.34;4749853.35;445182.74;4209853.82;445182.34;4209851.19;445189.41;4209851.3;313.93;313.8;313.89;313.91;="02";
="0014012013";9;165,90;0;0,00;32;352,20;4;22,40;14;208,00;76;1401,10;0;0,00;0;0,00;1;1,40;0;0,00;0;0,00;0;0,00;4;38,00;0;0,00;1;11,00;2;6,30;0;0,00;0;0,00;1;3,90;1;6,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;60;241,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="001205";445176.39;4209853.21;445177.53;4209853.25;445177.36;4209852.17;445175.7;4209852.04;313.83;313.81;313.84;313.81;="01";
="0014012021";9;204,50;0;0,00;35;290,30;14;73,20;68;831,00;169;2052,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;22,60;0;0,00;0;0,00;18;117,70;9;14,30;0;0,00;0;0,00;0;0,00;8;28,50;10;646,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;112;268,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="001240";445176.19;4209864.05;445178;4209863.51;445176.82;4209858.63;445174.89;4209859.13;314.66;314.96;314.55;314.66;="04";
="0014012028";5;103,30;0;0,00;10;93,50;3;61,00;18;211,80;74;956,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;22,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;38;108,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="001217";445181.34;4749853.35;445182.74;4209853.82;445182.34;4209851.19;445189.41;4209851.3;313.93;313.8;313.89;313.91;="02";
="0014012030";9;168,70;0;0,00;44;349,80;0;0,00;50;728,30;396;5016,90;1;9,70;0;0,00;1;3,80;0;0,00;0;0,00;0;0,00;7;40,70;4;29,40;5;42,10;1;4,00;0;0,00;0;0,00;0;0,00;2;11,00;1;128,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;363;1180,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="001244";445167.33;4209882.99;445170.28;4209882.58;445169.72;4209879.59;445166.95;4209880.17;315.15;315.18;315.12;315.16;="01";
="0014012045";0;0,00;0;0,00;2;6,80;0;0,00;4;33,50;14;96,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;19;29,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="001230";445168.72;4209889.26;445173.56;4209887.93;445173.36;4209887.32;445168.84;4209888.52;315.75;315.8;315.74;315.69;="00";
="0014012046";7;102,50;0;0,00;23;215,70;4;37,80;44;163,70;193;2615,00;0;0,00;0;0,00;1;18,10;0;0,00;0;0,00;0;0,00;5;17,60;0;0,00;20;282,70;1;4,20;0;0,00;0;0,00;0;0,00;3;17,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;221;690,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="001253";445171.57;4209882.09;445172.52;4209881.99;445171.8;4209878.56;445170.92;4209878.74;314.75;314.79;314.75;314.79;="01";
="0014012061";1;11,30;0;0,00;6;37,20;0;0,00;4;36,50;45;444,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;21,60;1;5,00;3;20,30;0;0,00;0;0,00;0;0,00;1;4,00;2;11,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;152;433,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="001271";445174.67;4209889.15;445172.89;4209883.39;445172.37;4209883.44;0;0;315.85;316.1;316.1;0;="01";
="0013005264";12;160,00;0;0,00;39;303,80;4;43,60;23;300,90;164;1935,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;23,20;8;70,20;0;0,00;5;30,40;3;9,20;0;0,00;0;0,00;0;0,00;3;9,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;6;38,40;55;184,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000524";445166.34;4209874.06;445169.36;4209873.6;445168.43;4209869.28;445165.38;4209869.93;315.19;315.25;315.1;315.18;="03";
="0013005266";2;54,90;0;0,00;19;155,10;0;0,00;16;227,30;122;1734,40;0;0,00;0;0,00;0;0,00;0;0,00;1;5,40;0;0,00;10;53,50;1;4,80;2;7,70;1;4,60;0;0,00;0;0,00;0;0,00;1;1,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;4,50;13;32,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000533";445165.18;4209868.95;445168.22;4209868.3;445167.36;4209864.34;445164.3;4209864.78;315.01;315.03;314.9;314.85;="03";
="0013005271";8;201,10;0;0,00;29;167,80;3;16,10;21;184,30;103;1271,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;8;32,40;2;13,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;0,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;31,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000533";445165.18;4209868.95;445168.22;4209868.3;445167.36;4209864.34;445164.3;4209864.78;315.01;315.03;314.9;314.85;="03";
="0013005279";18;209,20;0;0,00;33;231,70;2;10,60;27;369,00;173;1604,30;1;24,00;0;0,00;2;5,80;0;0,00;0;0,00;0;0,00;7;29,30;2;27,30;8;93,90;2;5,70;0;0,00;0;0,00;0;0,00;2;94,00;2;155,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;13;118,00;62;217,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000533";445165.18;4209868.95;445168.22;4209868.3;445167.36;4209864.34;445164.3;4209864.78;315.01;315.03;314.9;314.85;="03";
="0013005286";4;38,70;0;0,00;20;138,70;2;8,60;36;447,60;123;2068,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;1,80;7;21,00;4;32,20;7;34,90;0;0,00;0;0,00;0;0,00;0;0,00;1;15,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;55;118,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000543";445749.23;4209941.03;445251.05;4209941.88;445251.64;4209940.3;445249.77;4209939.47;516.95;317.02;317.03;316.97;="01";
="0013005308";1;6,20;0;0,00;2;13,30;2;8,20;9;92,30;50;498,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;9;30,70;2;55,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;11;15,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000543";445749.23;4209941.03;445251.05;4209941.88;445251.64;4209940.3;445249.77;4209939.47;316.75;316.91;316.93;316.85;="02";
="0013005319";12;264,30;0;0,00;37;299,10;4;22,70;60;1016,10;118;1721,80;0;0,00;0;0,00;1;3,80;0;0,00;0;0,00;0;0,00;13;61,70;2;55,20;3;32,20;3;3,80;0;0,00;0;0,00;0;0,00;3;13,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;103;280,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000524";445166.34;4209874.06;445169.36;4209873.6;445168.43;4209869.28;445165.38;4209869.93;315.19;315.25;315.1;315.18;="03";
="0013005320";21;291,40;1;2,90;63;4709,00;5;91,20;71;1382,00;384;3971,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;22;113,30;1;5,70;19;194,10;20;54,40;0;0,00;0;0,00;0;0,00;5;26,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;198;1900,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000533";445165.18;4209868.95;445168.22;4209868.3;445167.36;4209864.34;445164.3;4209864.78;315.01;315.03;314.9;314.85;="03";
="0013005321";15;169,50;0;0,00;2;22,60;4;24,00;34;460,90;270;2945,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;21,80;3;13,10;12;81,90;0;0,00;0;0,00;0;0,00;4;40,30;1;9,60;1;155,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;849;3933,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000544";445231.37;4209969.59;445234.08;4209970.89;445234.86;4209969.11;445232.16;4209967.77;319.06;319.03;18.96;319;="01";
="0013005340";10;106,50;0;0,00;7;24,10;1;7,10;29;129,50;67;508,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;7,90;22;97,80;1;1,50;0;0,00;0;0,00;0;0,00;0;0,00;4;556,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;16;150,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000545";445749.23;4209941.03;445251.05;4209941.88;445251.64;4209940.3;445249.77;4209939.47;316.75;316.9;516.95;316.85;="03";
="0013005360";4;11,50;0;0,00;28;126,10;0;0,00;26;253,10;243;2512,40;0;0,00;0;0,00;1;1,90;0;0,00;0;0,00;0;0,00;5;16,20;4;18,10;3;23,00;3;5,00;0;0,00;0;0,00;5;38,00;0;0,00;2;185,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000548";445231.37;4209969.59;445234.08;4209970.89;445234.86;4209969.11;445232.16;4209967.77;318.7;318.77;318.75;318.7;="02";
="0013005361";10;257,00;0;0,00;35;385,00;1;9,00;74;1310,00;227;3719,00;1;12,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;8;66,00;1;12,00;13;175,00;1;4,00;1;3,00;0;0,00;1;3,00;5;43,00;1;174,00;0;0,00;0;0,00;0;0,00;0;0,00;1;5,00;0;0,00;612;2210,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000549";445158.49;4209877.73;445159.76;4209877.46;445158.92;4209871.61;445157.23;4209871.88;314.86;314.87;314.76;314.81;="03";
="0013005372";11;393,50;0;0,00;19;182,00;0;0,00;29;542,00;270;2751,00;0;0,00;1;35,00;1;4,00;0;0,00;0;0,00;0;0,00;6;52,00;3;10,80;10;306,00;1;3,00;0;0,00;0;0,00;0;0,00;4;17,00;1;105,70;0;0,00;0;0,00;1;3,80;0;0,00;0;0,00;0;0,00;400;1436,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000548";445231.37;4209969.59;445234.08;4209970.89;445234.86;4209969.11;445232.16;4209967.77;318.7;318.77;318.75;318.7;="02";
="0013005379";0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;12,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;2,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000556";445162.13;4209892.39;445166.27;4209891.31;445166.03;4209890.62;445163.22;4209891.33;316.58;316.61;316.43;316.4;="00";
="0013005380";1;6,80;0;0,00;1;3,20;0;0,00;0;0,00;4;24,80;1;7,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000533";445165.18;4209868.95;445168.22;4209868.3;445167.36;4209864.34;445164.3;4209864.78;315.01;315.03;314.9;314.85;="03";
="0013005383";0;0,00;0;0,00;0;0,00;0;0,00;2;27,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;4,80;0;0,00;0;0,00;0;0,00;0;0,00;1;3,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000556";445166.27;4209891.31;445172.05;4209889.76;445171.56;4209887.85;445166.03;4209890.62;316.61;316.58;316.41;316.4;="00";
="0013005388";5;83,00;0;0,00;22;224,00;2;14,00;21;365,00;103;1860,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;23,00;0;0,00;4;79,00;1;3,00;0;0,00;0;0,00;0;0,00;1;4,00;1;107,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;258;925,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000533";445166.61;4209868.58;445168.22;4209868.21;445167.41;4209864.35;445165.46;4209864.66;;;;;="04";
="0013005389";17;186,90;2;3,80;31;180,40;2;5,20;30;284,30;132;1594,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;9,60;0;0,00;0;0,00;3;4,40;0;0,00;0;0,00;0;0,00;3;10,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;27;40,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000533";445166.61;4209868.58;445168.22;4209868.21;445167.41;4209864.35;445165.46;4209864.66;;;;;="04";
="0014012068";6;125,10;0;0,00;5;35,00;0;0,00;4;15,00;30;790,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;10,90;0;0,00;2;14,90;0;0,00;0;0,00;0;0,00;1;3,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;38;140,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="001186";445169;4209884.65;445170.63;4209884.41;445170.31;4209882.7;445168.74;4209882.92;315.28;315.37;315.34;315.35;="04";
="0014012090";0;0,00;0;0,00;2;27,80;0;0,00;6;57,80;19;190,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;20,00;1;2,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;12;54,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="001267";445176.19;4209864.05;445178;4209863.51;445176.82;4209858.63;445174.89;4209859.13;;;;;="06";
