Cod Registro;0001 Ceramica a mano;Peso 0001;0002 Barniz Negro;Peso 0002;0003 Ceramica Pintada;Peso 003;0004 Ceramica Gris;Peso 004;0005 Ceramica de Cocina;Peso 0005;0006 Ceramica Comun;Peso 0006;0007 Mortero;Peso 0007;0008 Fusayola;Peso 0008;0009 Campaniense;Peso 0009;0010 T.S. Italica;Peso 0010;0011 Marmorata;Peso 0011;0012 T.S. Sudgalica;Peso 0012;0013 T.S. Hispanica;Peso 0013;0014 T.S. Africana;Peso 0014;0015 T.S. Meridional;Peso 0015;0016 Paredes finas;Peso 0016;0017 Cascara de huevo;Peso 0017;0018 Paleocristiana;Peso 0018;0019 Vidriada;Peso 0019;0020 Lucernas;Peso 0020;0021 Anforas;Peso 0021;0022 T.S. Aretina;Peso 0022;0023 T.S. Focense;Peso 0023;0024 T.S. Hispanica tardia;Peso 0024;0025 Lucente;Peso 0025;0026 Terracota;Peso 0026;0098 Otras ceramicas;Peso 0098;0099 Residuos;Peso 0099;0101 Tagula;Peso 0101;0102 Ambrice;Peso 0102;0103 ladrillo;Peso 0103;0104 Adobe;Peso 0104;0105 Cornisa;Peso 0105;0106 Revestimiento;Peso 0106;0107 Estuco;Peso 0107;0108 Pavimento;Peso 0108;0109 Sillar;Peso 0109;0110 Basa;Peso 0110;0111 Fuste;Peso 0111;0112 Capitel;Peso 0112;0113 Arquitrabe;Peso 0113;0114 Friso;Peso 0114;0115 Losa;Peso 0115;0116 Pintura mural;Peso 0116;0117 Muro;Peso 0117;Codigo_estrato;X1;Y1;X2;Y2;X3;Y3;X4;Y4;Z1;Z2;Z3;Z4;Nivel;
="0012000822";0;0,00;0;0,00;1;4,30;0;0,00;2;41,30;4;41,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;5;16,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000066";445240.79;4209944.51;445243.56;4209945.62;445244.62;4209942.77;445241.88;4209941.62;318.32;318.31;318.23;318.21;="00";
="0012000823";1;16,60;0;0,00;4;70,00;3;28,40;22;342,30;145;1855,00;1;20,00;0;0,00;1;3,90;0;0,00;0;0,00;0;0,00;6;46,50;1;6,70;8;45,00;0;0,00;0;0,00;0;0,00;3;19,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;301;991,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000067";445240.79;4209944.51;445243.56;4209945.62;445244.62;4209942.77;445241.88;4209941.62;318.31;318.3;318.22;318.2;="01";
="0012000832";0;0,00;0;0,00;14;36,00;1;16,10;38;535,00;204;2960,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;33,30;0;0,00;7;50,10;0;0,00;0;0,00;0;0,00;5;44,90;0;0,00;1;165,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1004;2880,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000090";445152.49;4209844.17;445153.8;4209843.97;445153.21;4209839.95;445151.9;4209840.18;314.36;314.31;314.39;314.39;="01";
="0012000864";3;38,00;0;0,00;15;115,00;0;0,00;20;267,00;380;5400,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;11;82,00;4;35,00;28;211,00;1;6,00;0;0,00;0;0,00;8;108,00;3;24,00;3;403,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2489;9350,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000069";445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;315.38;315.15;315.12;315.39;="01";
="0012000880";0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;36,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;4,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;14,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000070";445240.79;4209944.51;445243.56;4209945.62;445244.62;4209942.77;445241.88;4209941.62;318.2;318.22;318.18;318.15;="02";
="0012000884";1;10,20;0;0,00;7;87,90;0;0,00;7;268,90;31;580,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;4,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;78;212,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000038";445152.34;4209842.02;445153.37;4209840.85;445153.25;4209839.93;445152.06;4209840.15;;;;;="00";
="0012000897";6;109,80;0;0,00;25;345,00;1;19,30;0;0,00;56;1370,00;1;17,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;6;56,00;0;0,00;12;162,00;0;0,00;0;0,00;0;0,00;1;9,60;1;9,60;7;790,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1228;14160,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000071";445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;315.23;315.03;314.99;315.21;="02";
="0012000902";4;33,60;0;0,00;6;68,90;0;0,00;4;42,50;12;320,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;8;25,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000072";445242.63;4209945.2;445243.46;4209945.51;445244.16;4209943.7;445243.31;4209943.42;317.97;317.98;317.94;317.9;="00";
="0012000908";0;0,00;0;0,00;4;29,40;0;0,00;1;11,70;13;132,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;3,70;0;0,00;3;17,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;15;48,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000074";445242.63;4209945.2;445243.46;4209945.51;445244.16;4209943.7;445243.31;4209943.42;317.79;317.81;317.78;317.82;="01";
="0012000915";3;57,40;0;0,00;13;175,30;0;0,00;11;293,20;96;1085,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;22,30;1;1,80;0;0,00;0;0,00;0;0,00;2;11,70;2;211,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;438;1220,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000076";445153.8;4209843.83;445153.41;4209841.23;445152.3;4209841.72;445152.66;4209843.96;314.1;313.86;313.98;314.05;="00";
="0012000925";1;90,70;0;0,00;0;0,00;0;0,00;8;103,90;10;293,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;3,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;380,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;24;104,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000075";445242.63;4209945.2;445243.46;4209945.51;445244.16;4209943.7;445243.31;4209943.42;317.63;317.6;317.8;317.9;="02";
="0012000936";0;0,00;0;0,00;1;9,40;0;0,00;5;305,90;19;245,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;18,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;5;11,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000077";445242.63;4209945.2;445243.46;4209945.51;445244.16;4209943.7;445243.31;4209943.42;317.52;317.42;317.37;317.45;="03";
="0012000943";2;39,20;0;0,00;8;145,90;3;28,60;13;298,40;34;495,00;2;19,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;39,10;0;0,00;3;22,80;0;0,00;0;0,00;0;0,00;0;0,00;2;11,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;179;580,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000078";445153.11;4209840.61;445153.08;4209839.94;445152.78;4209840.02;445152.61;4209840.46;313.75;313.82;313.77;313.68;="00";
="0012000952";5;95,60;0;0,00;11;115,00;1;60,00;5;63,30;35;630,00;1;130,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;16,40;0;0,00;3;36,10;0;0,00;0;0,00;0;0,00;0;0,00;5;46,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;27,10;182;540,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000076";445152.49;4209844.17;445153.8;4209843.97;445153.21;4209839.95;445151.9;4209840.18;314.36;314.31;314.39;314.39;="01";
="0012000961";0;0,00;0;0,00;2;11,10;0;0,00;1;4,10;20;604,60;2;33,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;12,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;275,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;13;43,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000072";445242.13;4209945.04;445242.55;4209945.18;445244.09;4209942.7;445243.22;4209942.37;;;;;="00";
="0012000972";10;184,20;0;0,00;42;492,10;3;39,00;50;1020,00;221;4050,00;2;30,80;0;0,00;0;0,00;0;0,00;0;0,00;2;20,45;1;6,20;0;0,00;5;40,70;0;0,00;0;0,00;0;0,00;0;0,00;3;12,70;8;505,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;854;3875,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000071";445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;314.91;314.86;314.92;314.9;="03";
="0012000980";0;0,00;0;0,00;6;67,00;0;0,00;1;45,30;7;77,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;31;103,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000082";445153.5;4209842.23;445153.35;4209841.33;445153.25;4209841.63;445153.32;4209841.96;313.71;313.72;313.74;313.72;="00";
="0012000985";1;28,20;0;0,00;1;4,70;0;0,00;0;0,00;11;127,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;23,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;18;46,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000080";445240.79;4209944.51;445242.13;4209945.04;445243.22;4209942.37;445241.88;4209941.62;318.02;317.93;317.92;318.02;="00";
="0012000988";0;0,00;0;0,00;0;0,00;0;0,00;1;683,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000082";445133.47;4209855.77;445135.45;4209855.49;445135.16;4209853.51;445133.19;4209853.79;313.93;313.94;313.89;313.88;="";
="0012000993";0;0,00;0;0,00;6;48,00;0;0,00;1;9,80;12;283,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;6;13,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000083";445240.79;4209944.51;445242.13;4209945.04;445243.22;4209942.37;445241.88;4209941.62;317.9;317.89;317.85;317.86;="01";
="0012001006";16;395,40;0;0,00;13;102,80;6;88,30;17;209,90;175;2343,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;8,80;0;0,00;6;37,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;204;563,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000071";445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;314.9;314.91;314.86;314.92;="04";
="0012001009";2;16,00;0;0,00;11;124,00;0;0,00;15;415,50;41;340,00;2;88,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;6,70;0;0,00;0;0,00;0;0,00;0;0,00;2;27,50;5;355,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;138;446,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000085";445152.49;4209844.17;445153.8;4209843.97;445153.21;4209839.95;445151.9;4209840.18;313.61;313.67;313.44;313.48;="02";
="0012001021";7;327,40;0;0,00;6;80,70;0;0,00;9;199,40;114;2328,00;1;18,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;20,00;3;45,50;9;115,60;0;0,00;0;0,00;0;0,00;0;0,00;3;9,60;7;1470,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;168;650,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000084";445241.01;4209944.4;445242.66;4209945.11;445244.26;4209942.84;445241.99;4209942;317.77;317.74;317.87;317.68;="00";
="0012001035";1;25,40;0;0,00;7;70,30;1;7,50;2;22,30;9;85,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;9,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;30;85,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000086";445153.41;4209842.25;445153.11;4209840.01;445152.21;4209841.03;445152.42;4209842.62;313.7;313.41;313.59;313.71;="00";
="0012001042";8;136,20;1;4,20;21;260,90;3;26,70;13;278,40;84;1955,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;26,00;0;0,00;0;0,00;1;3,80;0;0,00;0;0,00;0;0,00;2;14,20;1;62,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;598;1985,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000081";445160.02;4209868.48;445164.74;4209867.09;445164.21;4209864.89;445159.39;4209865.57;314.33;314.79;314.8;314.68;="00";
="0012001047";0;0,00;0;0,00;1;4,10;0;0,00;1;6,70;2;9,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000083";445243.94;4209943.62;445244.16;4209943.7;445244.62;4209942.77;445244.09;4209942.7;317.9;317.94;317.94;317.9;="00";
="0012001049";0;0,00;0;0,00;0;0,00;0;0,00;3;71,20;20;342,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;81;406,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000087";445162.16;4209865.25;445132.9;4209865.41;445162.99;4209864.74;445162.14;4209864.82;314.76;314.76;314.75;314.74;="00";
="0012001053";2;27,90;0;0,00;6;35,60;0;0,00;7;88,00;19;332,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;19,00;0;0,00;2;9,20;0;0,00;0;0,00;0;0,00;0;0,00;1;5,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;72;207,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000088";445153.41;4209842.25;445153.11;4209840.01;445152.21;4209841.03;445152.42;4209842.62;313.43;313.53;313.64;313.66;="01";
="0012001064";0;0,00;0;0,00;4;18,70;0;0,00;0;0,00;3;28,70;0;0,00;0;0,00;1;4,40;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;30;62,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000097";445153.62;4209842.32;445153.41;4209841.57;445152.33;4209841.92;445152.47;4209842.47;313.68;313.17;313.62;313.61;="00";
="0012001068";2;2,00;0;0,00;3;34,20;0;0,00;22;434,80;71;1285,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;40,80;4;37,70;1;8,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;131,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;98;436,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000089";445241.01;4209944.4;445242.66;4209945.11;445244.26;4209942.84;445241.99;4209942;317.53;317.74;317.71;317.48;="01";
="0012001073";50;585,60;0;0,00;141;854,90;6;18,90;35;495,00;341;3692,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;5,30;8;26,00;5;21,00;13;81,00;6;12,90;0;0,00;0;0,00;0;0,00;1;1,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;6;88,60;188;333,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000094";445155.48;4209841.13;445155.21;4209839.61;445152.78;4209840.02;445153.06;4209841.66;313.15;313.57;313.46;313.22;="00";
="0012001074";2;31,20;0;0,00;5;35,60;0;0,00;8;105,50;24;465,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;24,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;117;405,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000092";445153.81;4209843.83;445153.57;4209842.33;445152.93;4209842.44;445153.2;4209843.89;313.75;313.68;313.65;313.69;="00";
="0012001084";1;12,20;0;0,00;3;21,60;0;0,00;5;138,80;30;620,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;259,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;52;209,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000093";445163.31;4209865.68;445163.42;4209865.27;445161.03;4209864.62;445161.04;4209865.22;315.05;314.99;314.89;315;="00";
="0012001085";5;34,90;0;0,00;7;30,70;0;0,00;13;386,60;76;1260,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;48,10;3;34,00;6;35,50;0;0,00;0;0,00;0;0,00;0;0,00;1;12,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;48;181,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000102";445242.3;4209944.98;445243.12;4209945.4;445243.51;4209944.18;445242.5;4209944.17;317.58;317.52;317.51;317.44;="00";
="0012001112";36;535,00;0;0,00;53;550,00;14;100,00;48;870,00;348;5775,00;1;17,60;0;0,00;0;0,00;0;0,00;0;0,00;1;18,40;7;51,80;3;34,20;4;23,80;1;2,60;0;0,00;0;0,00;0;0,00;3;28,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;978;3595,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000098";445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;314.86;314.93;314.76;314.61;="05";
="0012001117";0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;105,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000098";445133.47;4209855.77;445135.45;4209855.49;445135.16;4209853.51;445133.19;4209853.79;313.93;313.94;313.89;313.88;="";
="0012001122";0;0,00;0;0,00;1;11,40;1;8,30;2;19,20;4;26,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;7,60;0;0,00;1;3,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;17;41,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000081";445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;315.23;315.03;314.99;315.21;="02";
="0012001128";0;0,00;0;0,00;3;7,90;0;0,00;12;125,40;33;676,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;8,00;1;4,40;1;21,50;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;935,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;45;140,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;="000106";445240.85;4209944.48;445242.3;4209944.98;445243.15;4209942.41;445242.76;4209942.23;317.72;317.58;317.47;317.52;="00";
