Codigo_estrato;0001 Ceramica a mano;Peso 0001;0002 Barniz Negro;Peso 0002;0003 Ceramica Pintada;Peso 003;0004 Ceramica Gris;Peso 004;0005 Ceramica de Cocina;Peso 0005;0006 Ceramica Comun;Peso 0006;0007 Mortero;Peso 0007;0008 Fusayola;Peso 0008;0009 Campaniense;Peso 0009;0010 T.S. Italica;Peso 0010;0011 Marmorata;Peso 0011;0012 T.S. Sudgalica;Peso 0012;0013 T.S. Hispanica;Peso 0013;0014 T.S. Africana;Peso 0014;0015 T.S. Meridional;Peso 0015;0016 Paredes finas;Peso 0016;0017 Cascara de huevo;Peso 0017;0018 Paleocristiana;Peso 0018;0019 Vidriada;Peso 0019;0020 Lucernas;Peso 0020;0021 Anforas;Peso 0021;0022 T.S. Aretina;Peso 0022;0023 T.S. Focense;Peso 0023;0024 T.S. Hispanica tardia;Peso 0024;0025 Lucente;Peso 0025;0026 Terracota;Peso 0026;0098 Otras ceramicas;Peso 0098;0099 Residuos;Peso 0099;0101 Tagula;Peso 0101;X1;Y1;X2;Y2;X3;Y3;X4;Y4;Z1;Z2;Z3;Z4;Nivel;Peso_total;Numero_piezas
;23;467.7;1;25.0;63;583.9;5;119.5;118;1508.4;422;4836.3;3;34.6;0;0.0;1;1.0;0;0.0;0;0.0;0;0.0;33;230.4;2;16.7;5;57.2;4;10.399999999999999;1;1.7;0;0.0;0;0.0;4;28.2;4;232.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;6;195.0;822;2594.5;0;0.0;445133.47;4209855.77;445135.45;4209855.49;445135.16;4209853.51;445133.19;4209853.79;313.93;313.94;313.89;313.88;-1.0;10942.899999999998;1517
000038;1;10.2;0;0.0;7;87.9;0;0.0;7;268.9;31;580.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;4.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;78;212.4;0;0.0;445152.34;4209842.02;445153.37;4209840.85;445153.25;4209839.93;445152.06;4209840.15;;;;;0.0;1164.1000000000001;125
000066;0;0.0;0;0.0;1;4.3;0;0.0;2;41.3;4;41.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;5;16.4;0;0.0;445240.79;4209944.51;445243.56;4209945.62;445244.62;4209942.77;445241.88;4209941.62;318.32;318.31;318.23;318.21;0.0;103.79999999999998;12
000067;1;16.6;0;0.0;4;70.0;3;28.4;22;342.3;145;1855.0;1;20.0;0;0.0;1;3.9;0;0.0;0;0.0;0;0.0;6;46.5;1;6.7;8;45.0;0;0.0;0;0.0;0;0.0;3;19.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;301;991.6;0;0.0;445240.79;4209944.51;445243.56;4209945.62;445244.62;4209942.77;445241.88;4209941.62;318.31;318.3;318.22;318.2;1.0;3445.4;496
000069;3;38.0;0;0.0;17;126.8;1;10.0;26;341.8;405;5760.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;11;82.0;4;35.0;28;211.0;1;6.0;0;0.0;0;0.0;8;108.0;3;24.0;3;403.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2582;9713.3;0;0.0;445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;315.38;315.15;315.12;315.39;1.0;16859.3;3092
000070;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;4;36.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;4.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;4;14.9;0;0.0;445240.79;4209944.51;445243.56;4209945.62;445244.62;4209942.77;445241.88;4209941.62;318.2;318.22;318.18;318.15;2.0;55.6;9
000071;32;689.4;0;0.0;80;939.9;10;146.6;67;1229.9;452;7763.0;3;48.400000000000006;0;0.0;0;0.0;0;0.0;0;0.0;2;20.45;9;71.0;0;0.0;23;239.9;0;0.0;0;0.0;0;0.0;1;9.6;4;22.299999999999997;15;1295.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2286;18598.4;0;0.0;445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;315.23;315.03;314.99;315.21;2.0;31074.550000000003;2984
000072;4;33.6;0;0.0;8;80.0;0;0.0;5;46.6;32;925.5;2;33.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;12.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;275.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;21;69.1;0;0.0;445242.63;4209945.2;445243.46;4209945.51;445244.16;4209943.7;445243.31;4209943.42;317.97;317.98;317.94;317.9;0.0;1475.3;78
000074;0;0.0;0;0.0;4;29.4;0;0.0;1;11.7;13;132.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;3.7;0;0.0;3;17.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;15;48.6;0;0.0;445242.63;4209945.2;445243.46;4209945.51;445244.16;4209943.7;445243.31;4209943.42;317.79;317.81;317.78;317.82;1.0;243.5;37
000075;1;90.7;0;0.0;0;0.0;0;0.0;8;103.9;10;293.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;3.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;380.3;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;24;104.1;0;0.0;445242.63;4209945.2;445243.46;4209945.51;445244.16;4209943.7;445243.31;4209943.42;317.63;317.6;317.8;317.9;2.0;975.9;46
000076;8;153.0;0;0.0;24;290.3;1;60.0;16;356.5;131;1715.0;1;130.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;16.4;0;0.0;6;58.400000000000006;1;1.8;0;0.0;0;0.0;0;0.0;7;57.7;2;211.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;27.1;620;1760.0;0;0.0;445153.8;4209843.83;445153.41;4209841.23;445152.3;4209841.72;445152.66;4209843.96;314.1;313.86;313.98;314.05;0.0;4837.6;820
000077;0;0.0;0;0.0;1;9.4;0;0.0;5;305.9;19;245.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;18.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;5;11.5;0;0.0;445242.63;4209945.2;445243.46;4209945.51;445244.16;4209943.7;445243.31;4209943.42;317.52;317.42;317.37;317.45;3.0;591.1999999999999;31
000078;2;39.2;0;0.0;8;145.9;3;28.6;13;298.4;34;495.0;2;19.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;39.1;0;0.0;3;22.8;0;0.0;0;0.0;0;0.0;0;0.0;2;11.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;179;580.0;0;0.0;445153.11;4209840.61;445153.08;4209839.94;445152.78;4209840.02;445152.61;4209840.46;313.75;313.82;313.77;313.68;0.0;1679.9999999999998;248
000080;1;28.2;0;0.0;1;4.7;0;0.0;0;0.0;11;127.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;23.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;18;46.0;0;0.0;445240.79;4209944.51;445242.13;4209945.04;445243.22;4209942.37;445241.88;4209941.62;318.02;317.93;317.92;318.02;0.0;230.2;34
000081;8;136.2;1;4.2;22;272.29999999999995;4;35.0;15;297.59999999999997;88;1981.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;5;33.6;0;0.0;1;3.9;1;3.8;0;0.0;0;0.0;0;0.0;2;14.2;1;62.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;615;2026.8;0;0.0;445160.02;4209868.48;445164.74;4209867.09;445164.21;4209864.89;445159.39;4209865.57;314.33;314.79;314.8;314.68;0.0;4870.8;763
000082;0;0.0;0;0.0;6;67.0;0;0.0;2;728.3;7;77.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;31;103.2;0;0.0;445153.5;4209842.23;445153.35;4209841.33;445153.25;4209841.63;445153.32;4209841.96;313.71;313.72;313.74;313.72;0.0;976.3;46
000083;0;0.0;0;0.0;7;52.1;0;0.0;2;16.5;14;292.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;6;13.6;0;0.0;445240.79;4209944.51;445242.13;4209945.04;445243.22;4209942.37;445241.88;4209941.62;317.9;317.89;317.85;317.86;1.0;374.80000000000007;29
000084;7;327.4;0;0.0;6;80.7;0;0.0;9;199.4;114;2328.0;1;18.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;20.0;3;45.5;9;115.6;0;0.0;0;0.0;0;0.0;0;0.0;3;9.6;7;1470.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;168;650.0;0;0.0;445241.01;4209944.4;445242.66;4209945.11;445244.26;4209942.84;445241.99;4209942;317.77;317.74;317.87;317.68;0.0;5265.0;329
000085;2;16.0;0;0.0;11;124.0;0;0.0;15;415.5;41;340.0;2;88.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;6.7;0;0.0;0;0.0;0;0.0;0;0.0;2;27.5;5;355.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;138;446.0;0;0.0;445152.49;4209844.17;445153.8;4209843.97;445153.21;4209839.95;445151.9;4209840.18;313.61;313.67;313.44;313.48;2.0;1820.0;217
000086;1;25.4;0;0.0;7;70.3;1;7.5;2;22.3;9;85.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;9.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;30;85.3;0;0.0;445153.41;4209842.25;445153.11;4209840.01;445152.21;4209841.03;445152.42;4209842.62;313.7;313.41;313.59;313.71;0.0;304.9;51
000087;0;0.0;0;0.0;0;0.0;0;0.0;3;71.2;20;342.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;81;406.3;0;0.0;445162.16;4209865.25;445132.9;4209865.41;445162.99;4209864.74;445162.14;4209864.82;314.76;314.76;314.75;314.74;0.0;819.9;104
000088;2;27.9;0;0.0;6;35.6;0;0.0;7;88.0;19;332.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;19.0;0;0.0;2;9.2;0;0.0;0;0.0;0;0.0;0;0.0;1;5.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;72;207.4;0;0.0;445153.41;4209842.25;445153.11;4209840.01;445152.21;4209841.03;445152.42;4209842.62;313.43;313.53;313.64;313.66;1.0;724.8000000000001;110
000089;2;2.0;0;0.0;3;34.2;0;0.0;22;434.8;71;1285.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;4;40.8;4;37.7;1;8.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;131.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;98;436.6;0;0.0;445241.01;4209944.4;445242.66;4209945.11;445244.26;4209942.84;445241.99;4209942;317.53;317.74;317.71;317.48;1.0;2412.0;206
000090;0;0.0;0;0.0;14;36.0;1;16.1;38;535.0;204;2960.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;4;33.3;0;0.0;7;50.1;0;0.0;0;0.0;0;0.0;5;44.9;0;0.0;1;165.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1004;2880.0;0;0.0;445152.49;4209844.17;445153.8;4209843.97;445153.21;4209839.95;445151.9;4209840.18;314.36;314.31;314.39;314.39;1.0;6721.1;1278
000092;2;31.2;0;0.0;5;35.6;0;0.0;8;105.5;24;465.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;24.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;117;405.7;0;0.0;445153.81;4209843.83;445153.57;4209842.33;445152.93;4209842.44;445153.2;4209843.89;313.75;313.68;313.65;313.69;0.0;1067.1;159
000093;1;12.2;0;0.0;3;21.6;0;0.0;6;144.9;34;690.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;259.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;58;240.6;0;0.0;445163.31;4209865.68;445163.42;4209865.27;445161.03;4209864.62;445161.04;4209865.22;315.05;314.99;314.89;315;0.0;1368.8999999999999;105
000094;112;1394.4;0;0.0;227;1766.0;18;101.30000000000001;82;787.4;557;5595.0;0;0.0;0;0.0;1;1.1;0;0.0;0;0.0;5;9.3;19;114.9;9;32.8;18;118.2;17;39.0;0;0.0;0;0.0;0;0.0;5;15.6;2;138.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;6;88.6;435;531.2;0;0.0;445155.48;4209841.13;445155.21;4209839.61;445152.78;4209840.02;445153.06;4209841.66;313.15;313.57;313.46;313.22;0.0;10733.000000000002;1513
000097;0;0.0;0;0.0;4;18.7;0;0.0;0;0.0;3;28.7;0;0.0;0;0.0;1;4.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;30;62.9;0;0.0;445153.62;4209842.32;445153.41;4209841.57;445152.33;4209841.92;445152.47;4209842.47;313.68;313.17;313.62;313.61;0.0;114.69999999999999;38
000098;36;535.0;0;0.0;53;550.0;14;100.0;48;870.0;348;5775.0;1;17.6;0;0.0;0;0.0;0;0.0;0;0.0;1;18.4;7;51.8;3;34.2;4;23.8;1;2.6;0;0.0;0;0.0;0;0.0;3;28.7;1;105.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;978;3595.0;0;0.0;445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;314.86;314.93;314.76;314.61;5.0;11707.900000000001;1498
000102;5;34.9;0;0.0;10;51.7;1;5.8;25;763.9000000000001;111;1769.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;4;74.4;3;34.0;7;51.7;0;0.0;0;0.0;0;0.0;0;0.0;2;35.4;2;164.60000000000002;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;82;314.3;0;0.0;445242.3;4209944.98;445243.12;4209945.4;445243.51;4209944.18;445242.5;4209944.17;317.58;317.52;317.51;317.44;0.0;3300.3;252
000103;1;12.4;0;0.0;0;0.0;0;0.0;2;18.6;4;9.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;329.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;8;27.8;0;0.0;445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;314.88;314.91;314.74;314.59;6.0;397.0;17
000104;142;2348.7000000000003;1;6.8;341;3928.3;42;405.9;503;9044.9;1785;28514.72;15;8449.8;0;0.0;2;18.4;1;2.5;0;0.0;2;36.6;69;737.9;7;64.1;50;410.7;18;70.0;2;2.8;0;0.0;0;0.0;24;120.1;31;5725.5;0;0.0;0;0.0;1;77.6;1;11.0;1;11.8;4;30.7;5400;20133.4;0;0.0;445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;314.68;314.76;314.64;314.62;7.0;80152.22;8442
000106;0;0.0;0;0.0;3;7.9;0;0.0;12;125.4;33;676.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;8.0;1;4.4;1;21.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;935.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;45;140.0;0;0.0;445240.85;4209944.48;445242.3;4209944.98;445243.15;4209942.41;445242.76;4209942.23;317.72;317.58;317.47;317.52;0.0;1919.1;98
000107;17;1310.7;0;0.0;104;1243.6;5;55.5;93;1475.8;315;5483.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;21.9;10;48.2;0;0.0;7;80.2;3;7.199999999999999;0;0.0;0;0.0;0;0.0;2;8.9;8;766.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;3;39.3;818;3618.1;0;0.0;445155.78;4209843.5;445155.59;4209841.88;445152.97;4209842.47;445153.35;4209843.86;313.67;313.22;313.43;313.53;0.0;14159.200000000003;1387
000109;1;6.2;0;0.0;1;5.0;0;0.0;2;55.5;1;9.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;8;25.0;0;0.0;445153.23;4209843.89;445153.17;4209843.78;445152.56;4209843.96;445152.62;4209843.97;313.7;313.73;313.68;313.71;0.0;100.9;13
000110;0;0.0;0;0.0;1;11.8;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;7;19.6;0;0.0;445153.83;4209843.78;445153.62;4209843.58;445153.22;4209843.7;445153.35;4209843.89;313.55;313.5;313.5;313.52;0.0;31.400000000000002;8
000111;5;47.9;0;0.0;8;80.48;0;0.0;0;0.0;23;575.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;5.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;14.78;2;835.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;88;328.5;0;0.0;445155.78;4209843.5;445155.59;4209841.88;445152.97;4209842.47;445153.35;4209843.86;313.51;313.39;313.45;313.51;1.0;1887.26;128
000112;7;146.3;0;0.0;7;48.5;1;6.6;13;227.3;72;1253.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;42.3;1;7.1;2;24.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;113;448.70000000000005;0;0.0;445240.85;4209944.48;445242.3;4209944.98;445243.15;4209942.41;445242.76;4209942.23;317.55;317.44;317.43;317.39;1.0;2205.4;217
000113;20;396.4;0;0.0;56;591.3;5;33.900000000000006;132;2186.7;522;8340.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;7.8;10;87.69999999999999;7;65.7;13;142.1;1;4.9;0;0.0;0;0.0;0;0.0;11;84.30000000000001;7;630.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;1.4;406;1520.3;0;0.0;445242.46;4209945.06;445242.64;4209945.11;445244.41;4209942.89;445241.84;4209941.88;317.39;317.39;317.56;317.47;0.0;14092.999999999998;1193
000114;5;61.2;0;0.0;16;124.89999999999999;1;14.6;44;749.2;148;1972.4;1;18.6;0;0.0;1;1.6;0;0.0;0;0.0;1;3.6;2;9.2;3;17.7;2;10.7;0;0.0;0;0.0;0;0.0;0;0.0;5;27.0;2;250.6;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;5.0;98;339.0;0;0.0;445241.18;4209944.43;445242.46;4209945.06;445243.31;4209942.79;445241.74;4209942.19;317.55;317.44;317.43;317.39;0.0;3605.2999999999993;330
000115;1;32.5;0;0.0;5;83.9;0;0.0;6;103.8;11;116.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;11.2;1;7.0;0;0.0;0;0.0;0;0.0;0;0.0;1;57.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;45;164.2;0;0.0;445153.22;4209843.22;445153.81;4209842.82;445153.68;4209842.51;445153.06;4209842.47;313.35;313.16;313.09;313.49;0.0;576.6;72
000116;16;173.4;0;0.0;72;525.0;4;33.8;53;840.0;208;2870.0;0;0.0;0;0.0;0;0.0;0;0.0;1;2.3;0;0.0;10;59.9;3;8.6;3;8.0;7;24.6;2;2.1;0;0.0;0;0.0;2;7.4;0;0.0;0;0.0;0;0.0;1;2.8;0;0.0;0;0.0;0;0.0;222;495.0;0;0.0;445155.78;4209843.5;445155.59;4209841.88;445152.97;4209842.47;445153.35;4209843.86;313.03;313.07;312.99;312.86;4.0;5052.900000000001;604
000117;10;150.1;0;0.0;53;368.9;4;17.9;45;562.9;157;2041.7;2;65.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;4;65.5;0;0.0;3;12.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;290.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;177;119.9;0;0.0;445155.88;4209843.51;445155.57;4209841.87;445155.09;4209842.04;445155.4;4209843.58;312.78;312.8;312.81;312.77;0.0;3694.1;456
000120;12;169.0;0;0.0;18;154.7;0;0.0;26;509.0;138;2208.0;1;15.0;0;0.0;1;1.0;1;4.9;0;0.0;0;0.0;2;5.0;0;0.0;21;223.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;234.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;208;786.0;0;0.0;445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;314.19;314.38;314.27;314.14;10.0;4309.6;430
000121;0;0.0;0;0.0;2;17.0;1;5.0;65;1179.9;110;2802.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;2;10.8;74;1336.8;1;1.9;0;0.0;0;0.0;0;0.0;1;2.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;118;258.8;0;0.0;445133.47;4209855.77;445135.45;4209855.49;445135.16;4209853.51;445133.19;4209853.79;313.93;313.94;313.89;313.88;0.0;5614.3;374
000122;1;12.1;0;0.0;2;25.9;0;0.0;2;26.9;7;100.7;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;24;51.0;0;0.0;445155.49;4209841.13;445155.49;4209841.03;445153.2;4209841.49;445153.24;4209841.66;313.15;313.11;313.08;313.11;0.0;216.60000000000002;36
000123;2;24.5;0;0.0;1;7.0;0;0.0;2;18.0;9;84.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;15.7;10;8.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;46;98.1;0;0.0;445157.81;4209858.32;445157.65;4209857.27;445156.84;4209857.44;445156.93;4209857.91;313.07;313;313.03;313.08;0.0;257.1;71
000126;0;0.0;0;0.0;1;53.9;0;0.0;9;108.4;31;457.1;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;5.5;0;0.0;2;11.8;0;0.0;0;0.0;0;0.0;1;10.7;0;0.0;1;47.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;62;229.1;0;0.0;445261.07;4209966.2;445263.78;4209967.36;445264.77;4209965.07;445261.94;4209964.06;318.57;318.48;318.33;318.42;0.0;924.4000000000001;108
000127;0;0.0;0;0.0;1;16.4;0;0.0;0;0.0;4;57.2;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;43.9;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;16;50.7;0;0.0;445264.94;4209964.07;445264.77;4209965.07;445265.26;4209963.63;445262.52;4209962.5;318.42;318.33;318.09;318.35;0.0;168.2;22
000128;1;15.0;0;0.0;15;198.5;1;16.0;16;275.7;68;1375.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;55.5;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;138;455.0;0;0.0;445164.51;4209870.86;445165.52;4209870.6;445164.92;4209867.91;445164.36;4209870.05;314.31;314.44;314.95;314.22;0.0;2390.7;240
000130;121;2118.0;1;2.6;273;2586.8;23;201.5;220;2805.1;1125;17543.4;6;94.1;0;0.0;2;32.1;0;0.0;0;0.0;1;5.5;19;142.39999999999998;3;15.8;15;153.0;2;8.1;0;0.0;0;0.0;0;0.0;14;95.4;7;662.8;0;0.0;0;0.0;0;0.0;1;3.6;1;15.4;4;34.9;2346;10056.0;0;0.0;445165.51;4209870.76;445164.2;4209884.92;445159.27;4209865.53;445160.52;4209871.38;314.15;314.19;314.16;314.12;11.0;36576.5;4184
000131;0;0.0;0;0.0;2;52.8;0;0.0;22;335.9;56;681.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;5.4;1;7.2;7;21.6;0;0.0;0;0.0;0;0.0;0;0.0;1;14.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;16;25.5;0;0.0;445243.31;4209944.02;445243.92;4209944.28;445244.36;4209942.87;445243.24;4209941.31;316.73;316.74;316.73;316.64;3.0;1143.8000000000002;106
000132;0;0.0;0;0.0;2;17.4;0;0.0;1;9.7;3;97.1;0;0.0;0;0.0;0;0.0;0;0.0;1;5.4;0;0.0;0;0.0;0;0.0;1;4.4;1;1.4;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;1;2.1;0;0.0;445155.46;4209841.14;445155.22;4209839.6;445155.46;4209841.14;445155.22;4209841.14;312.8;312.73;311.81;311.69;0.0;137.5;10
